"File","Status","Success","Response"
"20230110_delta-energie-salzburg-gmbh_inv-230110-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e242f05a535765e588d30b"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""965ca9f7-d147-4a61-8a9d-bb83b36f63d9.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230110-WXM\nUID: ATU69198980 Rechnungsdatum: 10.01.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.49367904663086
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-01-10"",
        ""number"": ""INV-230110-WXM""
      }
    }
  }
}"
"20230210_delta-energie-salzburg-gmbh_inv-230210-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e242f45a535765e588d30f"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""1e186145-e944-4bde-a1f3-47572de63f0f.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230210-WXM\nUID: ATU69198980 Rechnungsdatum: 10.02.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.4900953803264
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-02-10"",
        ""number"": ""INV-230210-WXM""
      }
    }
  }
}"
"20230310_delta-energie-salzburg-gmbh_inv-230310-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e242fa5a535765e588d313"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""e2e6dc77-6384-4a8b-bbd0-ef89635634ce.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230310-WXM\nUID: ATU69198980 Rechnungsdatum: 10.03.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.53481405553683
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-03-10"",
        ""number"": ""INV-230310-WXM""
      }
    }
  }
}"
"20230410_delta-energie-salzburg-gmbh_inv-230410-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e242fe5a535765e588d317"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""0b8ec149-b16a-45be-8327-0cddca69f5f6.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230410-WXM\nUID: ATU69198980 Rechnungsdatum: 10.04.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.47623545686963
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-04-10"",
        ""number"": ""INV-230410-WXM""
      }
    }
  }
}"
"20230510_delta-energie-salzburg-gmbh_inv-230510-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e243015a535765e588d31b"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""b05cb536-576d-47c3-8c2d-755329eabbba.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230510-WXM\nUID: ATU69198980 Rechnungsdatum: 10.05.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.48410942185093
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-05-10"",
        ""number"": ""INV-230510-WXM""
      }
    }
  }
}"
"20230511_delta-energie-salzburg-gmbh_inv-230511-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e243055a535765e588d31f"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""07c04848-8b37-4057-b8b7-b62343289351.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230511-WXM\nUID: ATU69198980 Rechnungsdatum: 11.05.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.497523186912
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-05-11"",
        ""number"": ""INV-230511-WXM""
      }
    }
  }
}"
"20230512_delta-energie-salzburg-gmbh_inv-230512-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e243095a535765e588d323"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""25e35245-b219-4742-a242-965af395e339.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230512-WXM\nUID: ATU69198980 Rechnungsdatum: 12.05.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.49487148875922
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-05-12"",
        ""number"": ""INV-230512-WXM""
      }
    }
  }
}"
"20230513_delta-energie-salzburg-gmbh_inv-230513-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e2430d5a535765e588d327"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""4d4a3313-c394-4d2d-96e7-479386004c70.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230513-WXM\nUID: ATU69198980 Rechnungsdatum: 13.05.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.4909010873714
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-05-13"",
        ""number"": ""INV-230513-WXM""
      }
    }
  }
}"
"20230514_delta-energie-salzburg-gmbh_inv-230514-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e243105a535765e588d32b"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""a69c0289-5181-4577-b257-11e7f2885304.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230514-WXM\nUID: ATU69198980 Rechnungsdatum: 14.05.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.49755800274056
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-05-14"",
        ""number"": ""INV-230514-WXM""
      }
    }
  }
}"
"20230515_delta-energie-salzburg-gmbh_inv-230515-wxm.pdf","200","True","{
  ""fileSystemItem"": {
    ""RtId"": ""68e243145a535765e588d32f"",
    ""CkTypeId"": ""System.Reporting/FileSystemItem"",
    ""FileName"": ""599f0109-19ee-4b2d-a1af-7e1a50d9915b.pdf""
  },
  ""ocr"": {
    ""result"": ""Delta Energie Salzburg GmbH — Rechnung\n\nRosenweg 19, 5020 Salzburg, Osterreich Rechnungsnummer: INV-230515-WXM\nUID: ATU69198980 Rechnungsdatum: 15.05.2023\n\nRechnung an\nmeshmakers GmbH\nwww.meshmakers.io\nFirmianstraBe 31A\n5020 Salzburg\n\nAustria\n\n1 Monatliche Nutzungsgebuhr € 240,00 € 240,00\nZwischensumme (netto) € 240,00\nUSt 20% € 48,00\nGesamtbetrag (brutto) € 288,00\n\nZahlungsziel: 14 Tage ab Rechnungsdatum. Verwendungszweck: Rechnungsnummer.\nSample Credit Union: IBAN AT53 1250 9951 1225 5909 | BIC DEMOATWWXxXX\n\nFiktive Daten - nur zu Schulungszwecken"",
    ""confidence"": 89.48112439437651
  },
  ""ai"": {
    ""result"": {
      ""amount"": {
        ""grossTotal"": 288.0,
        ""netTotal"": 240.0,
        ""taxTotal"": 48.0
      },
      ""bankAccount"": {
        ""accountHolder"": ""Delta Energie Salzburg GmbH"",
        ""iban"": ""AT53 1250 9951 1225 5909""
      },
      ""issuer"": {
        ""companyName"": ""Delta Energie Salzburg GmbH"",
        ""address"": {
          ""cityTown"": ""Salzburg"",
          ""nationalCode"": ""AT"",
          ""street"": ""Rosenweg 19"",
          ""zipcode"": 5020
        }
      },
      ""transaction"": {
        ""date"": ""2023-05-15"",
        ""number"": ""INV-230515-WXM""
      }
    }
  }
}"
